#Variables:
#pr_bcc-csm1-1_rcp85(mm):Monthly Precipitation Amount
#pr_CNRM-CM5_rcp85(mm):Monthly Precipitation Amount
#pr_inmcm4_rcp85(mm):Monthly Precipitation Amount
#pr_MIROC-ESM_rcp85(mm):Monthly Precipitation Amount
#pr_NorESM1-M_rcp85(mm):Monthly Precipitation Amount
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)"
""
yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)
2038-05-15,65.560020,202.704651,193.672791,80.900200,108.330063
2038-06-15,68.961365,108.167961,118.308891,34.527847,24.707167
2038-07-15,115.316795,349.792267,137.663681,121.197807,120.903290
2038-08-15,55.023327,82.875626,355.464233,279.776611,177.919693
2038-09-15,29.634573,98.768761,160.008820,38.154045,86.957710
2038-10-15,135.792267,33.626148,224.010605,31.972324,6.688151
2038-11-15,92.559128,103.503433,75.276207,40.333214,82.962059
2038-12-15,76.082657,211.869934,168.525238,134.472504,56.137890
2039-01-15,170.557388,131.268860,92.049446,189.377686,70.364662
2039-02-15,61.876232,34.071377,123.458984,135.450912,8.510939
2039-03-15,134.748291,132.635818,72.344437,127.496284,134.180130
2039-04-15,143.655579,258.713593,109.770248,118.060402,72.859985
2039-05-15,29.372866,134.192444,43.607708,32.275330,37.574615
2039-06-15,78.372665,56.298840,150.263870,201.182098,89.067421
2039-07-15,566.648621,180.924515,79.189507,30.776094,79.017151
2039-08-15,199.197296,63.567581,13.723448,129.790665,68.433640
2039-09-15,143.472992,130.829956,14.378122,16.447340,14.113931
2039-10-15,59.828972,157.417664,50.703335,110.113304,55.478615
2039-11-15,144.642426,78.119629,59.188557,121.513214,222.245972
2039-12-15,49.870953,132.195709,199.726456,61.715206,143.597565
2040-01-15,151.172531,136.478027,49.628288,140.998138,46.407116
2040-02-15,111.404381,52.010265,111.365662,198.844452,177.840378
2040-03-15,117.728775,120.759880,92.564316,110.741837,182.208755
2040-04-15,141.666428,154.353989,55.211502,145.157516,179.550980
2040-05-15,135.660217,63.125412,76.819130,252.896072,75.212364
2040-06-15,7.893320,93.019600,25.062063,149.252274,105.893448
2040-07-15,79.240761,90.907318,143.867615,114.134491,75.739250
2040-08-15,93.770058,31.956511,42.976276,65.198692,181.380920
2040-09-15,130.087875,200.487900,25.103083,353.821503,27.398760
2040-10-15,52.183685,130.328690,13.862237,25.714825,98.233185
2040-11-15,68.722061,67.670738,152.653259,71.515678,220.043350
2040-12-15,122.985504,71.530167,274.650818,107.100731,261.506775
2041-01-15,124.444923,123.160919,165.644958,126.907623,100.128784
2041-02-15,87.805054,108.087830,46.852894,149.057770,60.985287
2041-03-15,113.420670,116.108177,237.572418,104.581512,60.713852
2041-04-15,148.347504,85.638458,121.187119,159.196503,97.772034
2041-05-15,117.860985,177.540894,218.506256,146.645432,92.476944
2041-06-15,60.651161,58.466003,111.037201,52.462791,86.019089
2041-07-15,169.383331,75.216789,230.380173,136.916061,60.753784
2041-08-15,107.412300,107.006752,153.525772,86.048225,46.329487
2041-09-15,118.405602,317.571014,150.606552,51.359657,117.977608
2041-10-15,157.882568,111.382591,11.291883,21.916222,83.591713
2041-11-15,47.137814,242.208649,65.453766,129.953400,101.543755
2041-12-15,129.289474,89.021927,106.718292,41.967026,170.700897
2042-01-15,171.225677,163.837845,135.125488,61.261086,100.672836
2042-02-15,129.801926,234.534332,100.436058,60.071976,25.427294
2042-03-15,35.036049,222.183212,169.724640,192.860931,217.540604
2042-04-15,75.381134,224.067047,106.590469,110.221710,51.619446
2042-05-15,180.558792,136.701218,163.186386,137.806396,64.741943
2042-06-15,121.130554,223.775681,97.324181,121.104477,61.080738
2042-07-15,61.769093,125.824287,35.777920,155.456345,30.157591
2042-08-15,28.520355,50.062744,95.253899,73.931656,127.044144
2042-09-15,110.484436,126.986313,138.786865,28.332058,97.198891
2042-10-15,76.280258,24.538538,224.205566,74.329895,75.076904
2042-11-15,334.244415,88.060463,112.099670,27.193356,181.625366
2042-12-15,78.767838,99.303062,44.130344,86.653107,2.657308
2043-01-15,162.458496,157.001663,93.283241,146.535538,187.857010
2043-02-15,165.082474,153.402679,94.566566,219.457657,142.013260
2043-03-15,160.211960,146.249954,165.314484,164.888626,240.576202
2043-04-15,146.772552,93.705017,83.629677,150.687424,112.844795
2043-05-15,72.055397,11.026360,168.895569,79.134018,73.171539
2043-06-15,29.281317,38.668983,42.367355,185.908600,57.225849
2043-07-15,141.892090,90.902229,49.375782,28.262535,182.216354
2043-08-15,24.327166,24.969078,26.517756,58.701630,256.516418
2043-09-15,106.862236,155.213165,6.252475,380.829254,119.460915
2043-10-15,192.710846,75.632881,7.334061,17.692743,99.568443
2043-11-15,42.833775,115.693565,39.210331,87.623276,157.629242
2043-12-15,75.071129,193.141632,42.704147,162.728653,68.968727
2044-01-15,117.340538,98.811012,128.502716,114.749535,163.246735
2044-02-15,121.643059,119.288162,109.015472,130.602692,179.655533
2044-03-15,271.834595,115.077942,116.831329,154.976624,216.022446
2044-04-15,94.414261,67.134003,135.323196,40.210201,143.704193
2044-05-15,126.175377,102.631126,84.624229,28.157135,88.299355
2044-06-15,146.690689,136.521988,69.955055,158.103928,110.631500
2044-07-15,121.983253,115.715149,65.514320,208.330261,75.763977
2044-08-15,331.073120,89.355072,45.090446,12.651822,82.595314
2044-09-15,184.445892,38.858849,5.321056,94.441978,245.677200
2044-10-15,75.928421,49.550217,62.629620,54.045376,273.310516
2044-11-15,36.504799,72.480843,143.827484,181.259674,235.667984
2044-12-15,85.991478,111.381989,19.353802,26.482040,280.245178
2045-01-15,116.655182,54.882080,189.311050,76.434860,65.708588
2045-02-15,61.758209,93.006966,134.835907,109.068222,63.260746
2045-03-15,252.007492,134.585007,112.818535,135.816742,196.826111
2045-04-15,88.107574,121.249252,74.001396,50.561394,103.531136
2045-05-15,112.901917,63.040066,122.374619,163.648605,45.596310
2045-06-15,165.714600,114.834740,23.522112,127.774445,80.513451
2045-07-15,204.601944,140.336899,73.207741,37.933323,155.967239
2045-08-15,72.557777,162.823593,56.737797,42.352997,13.949948
2045-09-15,129.067795,369.479645,128.478363,106.656677,93.609306
2045-10-15,78.435493,193.556702,85.416985,362.978424,88.177048
2045-11-15,91.427399,113.241661,100.006683,76.060944,116.203163
2045-12-15,324.731140,85.553650,74.522781,98.935051,15.859469
2046-01-15,102.079063,88.151375,133.636963,79.353142,66.321892
2046-02-15,57.799995,112.153259,66.005455,145.495605,192.184860
2046-03-15,220.743866,120.584572,181.942429,184.862793,187.457581
2046-04-15,23.881123,103.113983,76.471603,88.035515,73.750389
2046-05-15,53.240059,144.740173,105.078751,125.819557,86.588875
2046-06-15,76.585869,178.558548,105.871857,121.626602,167.642700
2046-07-15,102.783089,72.731689,22.513397,76.897377,246.167435
2046-08-15,119.421272,160.073303,73.802704,14.419234,45.706554
2046-09-15,125.371819,144.901215,98.698685,403.441895,370.672760
2046-10-15,185.275803,443.356171,339.855713,81.331879,45.949226
2046-11-15,45.388981,129.358459,48.550919,75.131439,156.061584
2046-12-15,64.601196,295.483246,38.200565,128.710526,228.982025
2047-01-15,167.692856,125.781227,198.531723,84.048744,191.005157
2047-02-15,150.050964,92.974915,104.253227,95.130249,186.539337
2047-03-15,225.224701,38.401115,146.227036,177.251938,287.684448
2047-04-15,76.195190,92.601570,176.944946,161.745193,100.131165
2047-05-15,26.930805,54.489166,21.814358,111.424980,140.433487
2047-06-15,10.715888,22.597507,38.138245,50.287045,113.141098
2047-07-15,38.567768,49.797325,37.568035,54.768379,49.110039
2047-08-15,11.817604,174.498993,54.217583,279.707428,201.317169
2047-09-15,102.200592,62.302143,47.933445,83.497643,118.890709
2047-10-15,64.974815,162.071030,95.839325,113.667068,111.204941
2047-11-15,99.307190,66.040672,105.682053,119.499947,144.268799
2047-12-15,183.408142,202.330353,134.420898,122.028694,92.690262
2048-01-15,246.585938,126.464493,101.185570,142.083130,122.321503
2048-02-15,179.197937,131.470901,144.697266,75.905235,38.885689
2048-03-15,285.054199,170.433426,260.925629,173.672333,147.979919
2048-04-15,202.760651,128.904831,134.118408,165.800812,30.466278
2048-05-15,77.747620,2.716517,267.833771,19.358639,134.943710
2048-06-15,36.982738,47.914646,50.938976,7.339521,99.667618
2048-07-15,20.206879,66.917320,246.072235,17.927256,82.986122
2048-08-15,100.098671,102.717812,336.466980,10.961981,100.857933
2048-09-15,31.623764,143.461777,99.981873,56.231071,320.941345
2048-10-15,112.350777,159.418884,138.825882,192.767166,141.204269
2048-11-15,80.953278,115.844284,78.698845,45.123119,102.149506
2048-12-15,139.729004,163.290833,108.190765,107.777748,29.590435
2049-01-15,214.675095,256.389923,85.716835,123.468346,185.811951
2049-02-15,17.284189,118.535011,128.748627,151.895584,140.555115
2049-03-15,54.302536,156.251724,149.881134,157.793167,130.556152
2049-04-15,153.923080,36.055695,163.533813,46.674313,114.889259
2049-05-15,38.113346,24.788719,62.257755,114.350143,278.561920
2049-06-15,82.247826,116.473061,177.499359,173.037720,172.849243
2049-07-15,142.416092,28.417021,226.415710,71.143585,130.113358
2049-08-15,133.158905,88.664238,75.319061,88.535255,115.279152
2049-09-15,213.544617,17.477795,22.275976,130.224808,59.267246
2049-10-15,237.458694,235.037399,13.544293,21.443850,93.994553
2049-11-15,351.545654,166.248489,143.834732,51.739658,118.104820
2049-12-15,104.882240,137.688919,129.387756,224.434601,79.494179
2050-01-15,256.479370,134.560638,49.488590,94.515465,183.741699
2050-02-15,103.803703,151.653610,58.920933,259.194244,158.152328
2050-03-15,85.090141,153.626694,80.287430,178.964066,86.671791
2050-04-15,88.723457,222.421677,160.166962,80.293343,117.995270
2050-05-15,67.963127,197.933701,46.087170,99.703293,84.912422
2050-06-15,136.140671,107.981079,225.835129,121.458237,116.814857
2050-07-15,104.610695,23.553976,52.382526,76.506584,132.472595
2050-08-15,184.113480,133.000992,295.624481,185.766983,102.185394
2050-09-15,102.824875,120.436874,26.285315,73.011139,90.597336
2050-10-15,22.704384,4.584335,2.799938,54.301136,129.602448
2050-11-15,41.170086,250.209686,65.106750,98.811852,162.521820
2050-12-15,77.127968,96.811234,43.468742,98.658455,203.345459
