#Variables:
#tasmax_bcc-csm1-1_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_inmcm4_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_MIROC5_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_NorESM1-M_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K),tasmin_bcc-csm1-1_historical(K),tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),tasmax_inmcm4_historical(K),tasmin_inmcm4_historical(K),tasmax_MIROC5_historical(K),tasmin_MIROC5_historical(K),tasmax_NorESM1-M_historical(K),tasmin_NorESM1-M_historical(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K),tasmin_bcc-csm1-1_historical(K),tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),tasmax_inmcm4_historical(K),tasmin_inmcm4_historical(K),tasmax_MIROC5_historical(K),tasmin_MIROC5_historical(K),tasmax_NorESM1-M_historical(K),tasmin_NorESM1-M_historical(K)
1987-11-15,289.957581,277.148010,290.827087,279.300079,290.677521,277.070251,289.628876,278.169037,290.927856,277.731934
1987-12-15,288.682495,277.756897,286.547333,276.643005,283.176025,271.760803,286.260559,275.088104,282.293213,272.087097
1988-01-15,283.117645,271.109589,285.350555,273.742523,285.109070,274.106079,283.712646,271.971832,279.351776,267.687592
1988-02-15,284.553497,271.396301,284.653473,272.668762,285.941132,274.216827,286.927704,274.798767,285.601990,274.329529
1988-03-15,292.914429,279.074982,291.158661,276.968201,293.212036,279.308990,294.250519,278.754303,292.305237,279.083984
1988-04-15,296.137726,282.382874,293.128296,280.487152,294.536926,281.239716,295.669525,282.235352,293.375824,280.877960
1988-05-15,300.918610,287.612091,300.412292,285.225037,298.985016,287.507263,298.162323,285.827209,299.152252,285.027283
1988-06-15,302.372131,290.924652,304.037903,291.459930,303.053131,291.034515,303.833221,292.260376,302.835663,291.700989
1988-07-15,302.672424,291.943634,306.497253,293.796082,303.661987,292.346344,303.391418,292.042328,303.321747,292.249725
1988-08-15,301.796539,291.348755,305.956024,292.986908,304.548889,292.190186,303.725464,291.005524,304.818604,293.268463
1988-09-15,301.287628,290.287476,303.017792,290.205658,301.105164,290.613129,300.020111,287.235718,301.701019,290.727722
1988-10-15,292.716522,282.290314,295.939514,283.223114,293.073914,282.742371,293.846313,280.571289,297.857483,285.178192
1988-11-15,288.958282,277.351990,291.811554,279.670319,290.912659,278.958374,290.508606,276.371857,289.294891,275.607025
1988-12-15,282.350830,271.064667,281.065033,270.820435,284.615417,275.063263,284.035248,272.636688,291.182556,280.486694
1989-01-15,287.018188,275.704865,284.698975,274.491882,279.961853,270.421356,286.556519,274.376526,286.857697,274.127106
1989-02-15,287.106964,275.244568,285.965363,274.083710,282.948700,271.491882,286.194061,272.842987,288.891022,276.044403
1989-03-15,289.948547,278.204773,289.901672,276.849518,290.537720,277.112915,292.412201,278.065002,291.951324,279.575012
1989-04-15,295.174835,279.622009,295.278656,281.765472,298.696381,283.325775,298.526001,282.646637,295.508942,281.679047
1989-05-15,298.829071,285.354095,299.102875,288.517914,300.682404,288.126678,299.904175,288.448090,299.316528,288.427429
1989-06-15,301.636047,288.972260,300.649933,290.541718,303.496948,291.331360,302.603424,292.287384,304.030670,290.451050
1989-07-15,305.991028,293.964661,303.314972,292.758514,304.163940,293.376953,305.334869,292.813477,304.440948,293.729858
1989-08-15,302.548676,292.844116,304.001740,292.431793,305.292908,292.416779,303.922760,293.436951,305.680115,293.230499
1989-09-15,300.845490,290.854431,301.859161,291.031525,299.922943,288.167114,302.312378,290.554291,300.228638,287.487183
1989-10-15,295.045868,282.880585,294.318512,282.293213,294.071686,280.401031,295.485321,285.271240,293.810791,282.263641
1989-11-15,291.698944,281.136383,290.040588,276.946014,289.825897,276.966400,291.865051,278.574280,292.474243,277.005768
1989-12-15,282.797180,271.677063,287.470764,277.394653,283.737061,273.353699,286.287354,273.499817,282.071106,272.680206
1990-01-15,281.951508,270.373688,282.242004,272.526398,279.277191,266.365417,287.780579,276.257599,282.842773,270.306671
1990-02-15,282.988678,271.953888,284.317413,272.978943,287.854675,275.339935,287.396545,275.042816,285.942719,272.556213
1990-03-15,294.390930,280.009003,289.010590,275.508575,291.054688,278.220703,290.859009,277.502869,289.509247,275.754944
1990-04-15,295.850922,281.385345,294.239746,279.928101,298.969086,284.086914,294.287750,281.549164,295.939117,283.542175
1990-05-15,301.783386,288.360138,300.447937,286.865814,299.400848,286.257629,297.604156,284.639374,299.112335,286.296722
1990-06-15,304.042603,291.066132,303.325989,290.896179,301.080841,290.116180,303.128937,292.461945,304.179230,291.418854
1990-07-15,305.430817,293.508850,303.633392,293.416382,302.866821,293.217773,303.316620,292.585358,304.723358,293.846649
1990-08-15,304.651947,293.578430,303.351318,291.889099,305.848083,294.232574,303.212189,291.541748,304.571167,293.705414
1990-09-15,302.950958,290.874664,302.079681,289.005341,298.478149,288.210724,299.546295,287.385376,301.821259,292.340546
1990-10-15,296.094849,282.608093,294.063324,281.349976,294.005676,279.392609,293.244537,281.596649,293.839325,281.557709
1990-11-15,292.957489,282.741913,287.232635,275.006866,290.242157,277.037781,287.897644,276.144257,290.505524,277.720612
1990-12-15,285.030426,273.301361,284.207703,274.160217,282.670044,270.697784,282.083160,271.547272,285.696320,274.260559
1991-01-15,286.328003,274.836548,280.812866,269.936890,284.627594,273.755188,281.140594,270.533447,287.413269,274.948517
1991-02-15,285.967499,275.199097,288.559418,275.635559,286.232056,274.123413,285.391754,272.971344,289.181946,275.116882
1991-03-15,289.579224,277.642578,290.933807,277.688324,290.048950,277.922760,294.738739,281.934906,296.432434,283.518707
1991-04-15,294.436462,280.887482,294.205963,281.972565,294.419861,281.028381,295.570312,280.952759,295.332703,281.053406
1991-05-15,299.419037,286.865295,296.314148,284.708344,300.173950,289.640656,298.609467,287.373627,298.317444,285.695038
1991-06-15,305.136597,292.975281,303.044525,291.812439,301.370972,290.566711,302.777954,291.410492,304.257996,292.734070
1991-07-15,307.026001,294.664307,303.014130,293.339539,302.985962,293.371124,304.769104,293.791351,305.259796,293.900574
1991-08-15,306.028076,294.130066,302.984741,292.974731,302.248657,292.461609,300.765259,290.589752,304.011444,292.783722
1991-09-15,304.734497,293.034363,301.429718,290.125458,298.384277,288.923676,298.903046,288.238983,301.294708,291.032623
1991-10-15,295.295563,284.464905,295.281433,281.277100,296.998169,285.187195,292.252472,279.527649,294.608704,282.821442
1991-11-15,289.493195,277.641479,292.153412,277.835022,289.998077,278.548126,289.322327,276.849304,289.025909,275.004486
1991-12-15,285.191162,275.286194,283.796661,272.720428,282.279633,271.630615,286.037567,274.209717,288.392212,274.844269
1992-01-15,281.866882,271.176056,285.378632,274.406189,282.553955,271.340576,281.503601,270.702240,283.779968,270.990387
1992-02-15,284.612244,273.276947,284.803467,273.347931,285.537354,274.010773,286.615753,275.446228,285.426605,275.150116
1992-03-15,288.455963,275.665955,290.297180,276.923828,286.856903,275.508606,291.193481,278.143768,291.944763,278.657104
1992-04-15,294.162292,280.402832,293.395721,278.968658,295.544861,281.443085,294.605865,280.742798,293.208862,280.315063
1992-05-15,297.938263,287.054688,298.108063,286.569489,299.184631,287.043365,297.588196,285.891296,297.561951,284.839020
1992-06-15,300.763214,289.054474,303.053284,292.323883,302.854156,291.509460,302.256012,290.574341,301.245331,288.502136
1992-07-15,303.098175,292.124329,304.684784,292.915710,303.578094,294.051697,304.220184,291.991821,305.790771,292.965485
1992-08-15,303.858673,292.647430,303.136780,292.476501,303.315308,293.705170,303.455414,292.273712,305.248871,293.223206
1992-09-15,299.806305,286.757721,300.557190,287.743683,299.237305,288.262756,298.210449,289.549896,298.126129,286.846405
1992-10-15,295.665558,284.119843,294.146393,280.708984,296.694244,282.886383,294.130737,281.608368,293.515015,283.482544
1992-11-15,293.829529,281.360260,287.687866,276.143402,288.954193,276.889191,288.743103,276.728607,291.690643,277.511505
1992-12-15,283.616028,271.640259,285.695465,272.938019,284.523193,271.493683,280.696655,270.884796,279.744995,268.466553
1993-01-15,286.367645,275.769257,284.257294,273.077454,280.942841,270.299774,279.245148,269.406982,287.580597,275.691650
1993-02-15,285.336151,273.462799,288.453888,276.096527,286.937439,274.155182,282.518768,271.473236,284.834381,273.358490
1993-03-15,290.917877,277.566833,290.049072,276.290222,291.770599,278.704834,291.201355,277.074280,289.599213,277.779938
1993-04-15,297.592285,282.949127,296.512573,282.934357,294.200562,281.908569,296.028290,284.605621,294.262390,280.703033
1993-05-15,298.558502,284.774139,297.172333,285.140564,298.029022,286.454895,299.066193,286.982880,296.276031,283.193665
1993-06-15,303.928223,291.265503,303.048370,290.828094,303.838806,291.813171,302.785095,290.771973,303.734863,292.459076
1993-07-15,306.316132,294.350189,305.547821,293.669495,304.626923,293.317413,304.337433,292.412048,303.719208,292.641602
1993-08-15,303.877625,292.443054,302.994720,292.791962,301.027985,292.412628,302.420044,292.487976,302.799530,292.402435
1993-09-15,299.481598,287.218170,302.913513,290.807556,297.196716,287.938080,300.593140,288.737671,298.562531,287.462036
1993-10-15,293.610016,281.670074,297.440033,285.489227,294.083130,283.630646,294.306885,282.157227,293.951721,281.653412
1993-11-15,286.250000,275.268036,290.003815,277.246796,290.191132,278.885529,291.651062,278.658264,287.448273,276.035126
1993-12-15,287.864899,277.121765,285.061554,274.247894,287.277039,276.392761,283.927277,272.727478,283.676941,272.366302
1994-01-15,284.805664,273.121735,284.034454,272.201691,285.383606,273.093536,282.706085,270.943695,283.293915,272.107452
1994-02-15,287.748993,275.107025,285.730713,274.400665,287.390106,274.585480,282.222076,269.861237,283.869965,273.484924
1994-03-15,292.583740,277.810730,293.087433,279.863251,291.079285,278.544067,291.938873,278.255341,293.423065,280.019226
1994-04-15,294.739532,282.230042,294.418640,280.984100,296.004883,281.484039,297.963104,283.742004,296.109283,284.051575
1994-05-15,298.669006,285.967743,298.742645,286.218872,299.628723,285.886688,299.930847,285.411316,299.970734,286.874420
1994-06-15,306.279358,292.969604,302.532196,290.100250,303.501404,292.262878,305.004242,292.845795,306.258240,293.714996
1994-07-15,306.837708,294.740265,303.275726,292.963776,305.084351,293.200714,306.805023,294.271057,306.711029,294.301300
1994-08-15,308.928955,295.439514,304.995789,293.492523,306.683136,293.155060,306.224365,294.079376,305.735291,294.943268
1994-09-15,302.272919,291.821930,297.478668,287.025726,303.018097,286.904633,301.010864,286.616058,300.980804,286.765228
1994-10-15,296.758331,282.900391,296.946899,284.027405,293.833344,277.842346,295.911499,280.760284,295.187653,280.769836
1994-11-15,289.534393,277.371002,292.621643,280.046082,287.206573,274.535248,293.491028,278.616241,287.045074,275.972015
1994-12-15,281.299286,270.642609,285.786987,274.834290,282.181183,272.174194,288.206696,276.940430,284.793671,273.721252
1995-01-15,281.807281,270.505463,288.210022,276.810150,282.520416,271.134705,284.530579,273.255707,285.334686,273.195984
1995-02-15,285.702911,275.240570,285.549957,273.421570,284.987305,272.784698,286.012360,273.499939,287.656799,274.488800
1995-03-15,289.748840,276.794891,286.640594,274.645508,293.300781,277.309753,292.543762,277.828033,292.393433,278.937225
1995-04-15,294.216248,281.093079,296.941925,283.164917,296.509491,281.654449,294.086090,279.869720,295.671814,281.168121
1995-05-15,297.640350,285.729340,300.312500,287.481720,299.329163,285.148315,298.744049,286.686401,299.955872,285.501801
1995-06-15,302.294586,289.347107,301.364166,291.723206,301.213837,288.789642,301.728699,290.801422,301.462036,289.055084
1995-07-15,304.842346,292.946930,304.028229,292.667664,305.333740,293.762878,306.619080,293.894379,304.955627,292.288422
1995-08-15,305.284760,292.842499,303.793030,292.680664,304.170990,293.711151,304.622070,292.720795,305.470276,292.426239
1995-09-15,301.517212,288.016937,298.733978,290.005707,301.065308,288.975098,300.931122,289.997101,300.313446,290.600647
1995-10-15,295.804016,284.248108,295.517609,285.616516,293.479370,282.152985,295.896271,282.844513,294.747040,283.261505
1995-11-15,292.501526,277.955780,287.918732,276.519226,289.749023,275.310211,290.014038,276.363007,288.356995,276.585083
1995-12-15,282.230225,270.640717,283.268799,272.266754,284.894379,273.802094,291.414215,280.460541,279.107727,269.145660
1996-01-15,283.292999,272.363037,284.217438,272.345673,282.005585,270.130798,289.708099,277.979187,281.514893,269.233154
1996-02-15,288.118530,275.753021,289.123779,276.591339,286.620422,274.424652,284.151703,272.447784,279.221252,269.108093
1996-03-15,294.626984,282.347015,293.242798,279.677490,290.545563,278.293793,291.067902,276.584778,289.592804,277.817108
1996-04-15,295.003723,281.857910,299.588196,283.354675,294.802582,280.779785,293.182190,277.863007,295.891968,282.292053
1996-05-15,298.653992,286.060944,298.957367,287.225861,298.548248,286.448883,296.175598,284.849701,299.715820,286.278564
1996-06-15,301.541840,290.083954,300.975708,289.713715,302.119232,292.267700,300.896820,290.768829,303.682312,291.361053
1996-07-15,304.560181,293.381104,302.984436,292.898163,304.456024,293.009369,302.982330,292.437622,304.603241,293.036224
1996-08-15,303.735809,292.867493,302.887634,292.850159,305.748383,292.419495,303.423431,292.984497,304.655060,292.968414
1996-09-15,299.080963,289.115112,298.816193,287.854523,301.939636,291.371429,299.456543,288.661560,300.643616,287.696259
1996-10-15,294.817566,282.696655,294.929413,282.935333,295.737823,285.379578,292.301025,280.427002,293.740570,281.067810
1996-11-15,289.282837,276.803986,290.560852,276.980499,291.368530,280.409332,290.771179,278.415558,288.714630,275.519897
1996-12-15,285.005188,274.177032,284.179413,272.458832,287.367126,275.254608,284.634827,273.724457,285.800476,276.420715
1997-01-15,283.620117,272.293396,283.170502,271.237122,283.742004,272.798767,283.934265,272.538208,279.319733,269.310974
1997-02-15,283.071198,271.979462,287.400177,275.159332,285.960358,273.576538,286.888458,275.297852,289.167633,276.169250
1997-03-15,291.281128,278.329163,291.218109,278.272614,291.733490,278.252960,287.849701,276.209564,291.955017,279.385986
1997-04-15,293.429352,281.023071,295.142303,282.439301,294.708557,281.441467,293.562408,280.583221,294.525177,280.573578
1997-05-15,300.193115,287.179474,296.432648,284.212982,301.025970,288.348022,299.873474,289.266724,299.169525,286.944855
1997-06-15,301.009186,290.079803,304.228455,291.438354,305.422424,292.181122,304.246460,291.561707,302.243469,290.451996
1997-07-15,303.308289,292.931274,303.449005,293.805481,304.252838,293.720703,305.672516,294.377106,304.149841,293.789185
1997-08-15,303.552185,291.873688,302.943085,291.024170,305.870178,292.095337,304.153961,293.631042,302.183655,291.922729
1997-09-15,298.359161,287.199188,301.359436,288.050262,300.968903,287.149963,300.351135,290.336487,298.708496,287.709076
1997-10-15,295.207977,282.114532,297.552551,282.058502,297.594879,279.215729,296.451416,284.701935,296.632538,284.664062
1997-11-15,288.354034,275.392914,289.452484,276.889374,289.825012,274.699768,289.310699,276.146698,293.376190,279.868805
1997-12-15,285.867828,274.486328,283.786194,273.165833,284.953766,269.642212,282.652679,271.931396,285.255829,272.021606
1998-01-15,287.267639,275.777618,282.978546,270.659393,282.676300,272.005798,283.526764,272.365906,285.029327,274.017975
1998-02-15,285.520569,272.169769,287.625397,274.936615,286.305908,274.678619,285.267700,272.109802,286.764099,274.157654
1998-03-15,290.685089,276.977020,288.857635,276.443390,289.337982,275.690308,291.828949,278.932434,294.034393,281.526428
1998-04-15,296.225800,282.916595,296.857544,280.974335,297.907196,283.146973,293.532745,280.688263,294.802795,280.112152
1998-05-15,300.574982,288.463989,301.197449,288.915192,299.829285,285.201385,299.168427,286.889008,298.353271,285.748016
1998-06-15,302.737396,291.540588,302.184692,290.341736,307.402649,291.603577,302.715729,291.588776,301.637207,290.179199
1998-07-15,304.700287,293.076508,304.974060,293.639648,307.970581,294.718231,302.996735,292.381378,305.857025,293.368042
1998-08-15,304.072418,292.948883,304.923035,293.169281,305.586639,293.803436,304.102020,292.672974,304.231384,293.567963
1998-09-15,300.453613,287.742676,300.332306,288.486053,299.659058,288.439484,300.768707,290.336945,299.286743,289.963745
1998-10-15,295.675598,283.496857,296.417297,283.821625,294.483917,283.462311,297.506683,285.441681,293.097961,279.490753
1998-11-15,288.562225,277.732849,291.312927,278.464905,287.881653,276.896484,293.232910,280.117981,291.106415,280.461975
1998-12-15,280.616150,268.998138,289.231445,278.004303,283.883728,271.356232,287.130951,275.531860,286.832092,276.136963
1999-01-15,285.855774,275.038727,287.248962,276.281921,283.395386,270.575317,288.928192,276.251587,290.361572,277.916016
1999-02-15,284.745636,272.660889,289.334656,276.359070,285.706451,273.931183,287.264587,275.083527,290.220490,277.824280
1999-03-15,288.621460,277.337341,292.481079,278.844177,288.482086,276.417969,292.230347,279.041565,288.307709,275.587891
1999-04-15,294.701263,281.299011,296.534271,282.301880,295.196167,283.083313,294.409210,280.453430,295.973694,282.146820
1999-05-15,301.616425,288.032104,299.120453,285.837036,298.678162,286.051910,300.393738,285.990784,299.354919,288.597229
1999-06-15,302.706848,291.635681,302.650055,291.117889,303.914246,292.533630,303.963593,292.433441,303.461365,291.648071
1999-07-15,306.564758,294.459351,305.209351,293.012787,304.982056,292.887299,305.978485,294.480347,304.417053,293.583984
1999-08-15,303.994385,293.688354,304.980865,292.772614,303.889954,292.735535,306.844696,294.675751,302.970123,291.887695
1999-09-15,301.985901,290.921661,301.454498,289.144714,298.874603,289.615265,300.256195,288.843750,300.759247,288.375916
1999-10-15,296.373138,283.965485,296.996429,283.088989,295.444061,283.821533,297.778381,283.762695,296.551483,286.456787
1999-11-15,288.195831,276.365387,292.219788,278.739655,288.542786,277.278900,291.593445,278.720764,289.103149,277.203674
1999-12-15,283.748138,272.976135,284.459686,274.043213,285.883606,275.406158,287.122162,274.533600,285.116486,273.982330
2000-01-15,283.641205,271.431885,284.260315,273.696564,286.963684,274.766327,290.298279,278.357056,282.671265,271.965179
2000-02-15,286.057190,273.715942,287.390442,275.787750,284.022003,272.530518,283.669769,272.514496,281.927734,269.203918
2000-03-15,291.547821,279.568085,289.087250,276.062927,293.106171,279.503265,287.522827,274.627533,291.494110,277.613281
2000-04-15,295.454712,280.526276,296.451172,281.406250,297.396667,283.872498,293.827118,279.778900,296.510773,283.054016
2000-05-15,299.912415,286.548218,302.013214,288.786346,302.804138,285.339600,298.705444,284.076202,299.352417,285.408325
2000-06-15,303.403534,292.052338,303.429993,291.586243,306.714508,291.891724,302.608307,290.980743,302.163361,292.197937
2000-07-15,304.629211,293.519165,305.734619,294.580292,307.931946,293.919983,303.820221,291.890076,305.092560,293.635498
2000-08-15,306.017670,293.451782,305.386627,293.763672,306.939087,293.020447,305.429688,293.824860,305.281982,293.797607
2000-09-15,303.940399,290.585938,302.269257,290.620667,304.869598,290.664856,301.188080,289.246155,302.566437,289.838043
2000-10-15,295.797791,284.120880,298.803772,286.541382,300.220337,281.055084,297.205902,283.873383,295.887451,283.217560
2000-11-15,288.590698,275.113464,290.579803,277.459473,291.226532,279.339142,288.816437,276.421844,290.096130,277.671967
2000-12-15,285.684326,273.914490,287.225616,275.284851,287.195374,275.979858,286.016357,273.946167,287.493408,276.716217
2001-01-15,283.409149,272.552460,284.426727,273.053131,286.160553,274.917755,284.686462,273.565338,287.508362,275.851868
2001-02-15,287.657562,276.118164,284.467987,272.655334,287.650574,275.098206,285.697937,272.829865,287.032867,273.590271
2001-03-15,291.595184,279.390717,294.285614,280.423431,290.997223,278.653107,291.265167,277.682312,293.680054,280.541412
2001-04-15,296.041840,281.268402,296.772125,282.893433,297.109833,281.724701,295.573425,280.895416,297.630188,284.301361
2001-05-15,298.901154,287.138947,298.604645,284.856903,299.937683,286.203796,300.335388,288.551819,300.857269,288.658813
2001-06-15,301.113922,290.498138,304.858215,291.380402,303.358765,291.695099,302.786560,291.968964,304.505920,291.846527
2001-07-15,306.946411,293.865906,305.588654,293.988434,305.137390,292.750244,305.733948,295.226196,305.618988,293.153656
2001-08-15,305.456421,293.775482,306.137665,292.328491,304.512238,293.876587,305.352539,292.340393,306.668549,293.648438
2001-09-15,299.764099,290.882050,303.036560,289.149353,298.535736,290.106781,303.144745,289.681213,302.741638,290.167542
2001-10-15,295.917969,283.629333,297.929962,283.841034,294.945374,279.592743,297.018921,283.591919,296.378387,284.882996
2001-11-15,289.216705,275.241608,291.673462,279.267883,289.043762,274.167175,292.646423,278.587921,292.230835,277.959595
2001-12-15,281.626221,272.463013,286.609650,277.095551,285.870758,275.524811,283.175476,272.232605,286.522003,274.761444
2002-01-15,281.880066,270.737396,282.623657,270.833923,283.283081,271.960968,287.872009,275.555695,285.774445,274.421326
2002-02-15,284.684082,272.291229,282.417450,270.473114,289.722015,276.241302,290.066406,277.172028,286.166046,275.252014
2002-03-15,286.559814,275.352875,291.082184,277.795258,290.904144,278.368744,290.628967,277.117432,293.355072,278.664062
2002-04-15,293.637115,279.660614,295.377380,281.038391,296.269409,282.952606,294.030487,279.374878,298.012268,285.236908
2002-05-15,298.743134,285.220428,301.760193,287.614105,299.771484,287.837006,299.510590,286.117798,301.467041,287.919403
2002-06-15,303.062439,291.719421,304.036652,291.398346,301.786346,291.006042,302.134430,289.600250,304.926819,291.447693
2002-07-15,304.703766,292.617523,304.109955,293.122986,304.238647,293.701752,306.430115,294.725433,305.681274,293.195618
2002-08-15,304.929474,293.492798,303.684174,290.942596,302.487885,292.014465,306.569397,293.916626,303.337067,293.802277
2002-09-15,303.896423,290.211823,302.976685,290.948700,301.468292,289.252106,304.407593,293.211700,302.820343,291.793518
2002-10-15,296.102173,283.259583,298.468536,284.783051,292.206390,280.625916,297.099518,283.161682,295.160034,281.241943
2002-11-15,291.500122,276.816315,291.301208,278.686584,289.269989,276.845490,294.240509,283.526794,289.489288,276.207581
2002-12-15,285.031128,273.895905,288.029602,277.359772,286.965515,272.688019,284.720886,274.369720,284.306488,272.585815
2003-01-15,287.765961,275.120544,290.498566,279.415710,284.908386,271.223114,285.604401,273.709808,281.153015,269.625549
2003-02-15,288.639221,274.753357,288.655212,276.271240,287.522888,274.008636,287.601746,274.480988,286.141571,273.737244
2003-03-15,288.763947,275.557739,292.879486,280.168793,294.064331,278.072998,289.468231,276.679291,289.884735,277.133820
2003-04-15,296.083130,281.955780,297.166809,283.834808,295.236267,282.183167,297.386230,284.473236,296.320984,283.452209
2003-05-15,298.282349,286.322968,299.502716,287.517883,298.092468,287.227875,297.683380,284.062378,300.997162,287.151642
2003-06-15,302.282349,291.133179,303.204926,291.973450,301.619720,291.826019,303.083405,291.386444,303.058380,290.950073
2003-07-15,305.119446,293.077209,304.999573,293.146454,303.745178,293.594910,305.039093,292.966400,303.958130,292.749908
2003-08-15,305.079559,292.728546,304.740051,292.605133,303.330322,292.339417,304.998352,293.767883,303.933136,293.498444
2003-09-15,304.383087,291.276672,300.636749,290.952942,302.866547,287.653137,302.388702,290.735352,300.686066,287.874542
2003-10-15,295.713562,283.772278,294.196014,283.079132,298.327087,281.128448,296.040344,283.244049,295.589874,281.056580
2003-11-15,289.694305,276.753540,290.181976,277.344513,293.222443,279.940155,291.377838,279.956757,288.796722,279.071014
2003-12-15,282.944397,271.803406,289.538300,278.504272,285.805145,275.118469,283.999268,274.156311,285.478455,275.787109
2004-01-15,281.202179,271.530365,283.586060,272.786285,280.767670,271.134033,284.997894,272.514435,281.923737,272.186951
2004-02-15,282.821655,271.188080,286.335632,274.505646,282.866425,271.149841,291.604706,278.621216,286.503632,272.438202
2004-03-15,285.561066,273.290466,291.253082,278.532593,292.008636,278.676147,290.183716,278.169189,290.164001,277.522827
2004-04-15,296.872253,282.680115,298.292175,283.238708,296.819214,282.937866,300.803436,287.045593,296.110291,283.409180
2004-05-15,301.933228,289.547455,300.978516,287.596649,299.377655,286.936890,300.437622,287.671509,300.985687,288.954559
2004-06-15,305.041870,292.730103,303.254120,291.647430,303.097839,291.734436,305.286041,291.893433,303.203308,290.729401
2004-07-15,306.255432,295.150452,303.156677,292.785065,307.006226,294.713959,304.453156,294.356781,304.601837,293.351013
2004-08-15,306.025482,293.961060,302.519775,292.654999,305.747040,293.237549,304.746338,294.388855,304.424194,292.979218
2004-09-15,302.576508,290.587219,299.313049,288.327118,298.779236,288.858368,301.569794,291.836823,300.755585,289.128540
2004-10-15,296.076294,281.784393,293.421448,281.295868,295.363281,282.958008,296.339050,285.447845,294.645233,280.954285
2004-11-15,289.813690,277.573853,291.333374,278.936859,289.230316,277.848724,287.237396,275.422699,291.238770,279.665009
2004-12-15,288.227722,276.643555,281.268707,270.276215,285.322662,273.958954,283.401764,272.795197,281.515808,269.790894
2005-01-15,288.824951,276.036957,286.507782,274.979309,282.993774,270.618774,283.211823,272.355347,281.583435,270.085602
2005-02-15,286.549286,273.739105,290.833832,277.489685,286.148163,273.059814,283.275970,271.959351,284.577972,272.691925
2005-03-15,292.126007,279.120758,291.649384,278.791107,292.340515,279.853760,291.089691,278.169220,293.493500,281.006134
2005-04-15,296.164948,282.958130,294.512421,280.854462,296.816864,282.814728,295.384338,283.003326,294.677277,282.726685
2005-05-15,297.620483,285.624146,300.228302,286.594299,300.426117,287.072723,300.836548,288.926086,299.795593,285.462036
2005-06-15,301.608429,289.628265,304.795288,292.155487,301.937073,291.173431,303.003296,292.030792,305.246552,290.990723
2005-07-15,305.692780,293.626282,304.796478,294.340881,306.094147,293.706818,302.711823,292.852570,305.130188,293.074799
2005-08-15,305.011017,293.589783,305.104614,293.033661,305.425964,292.996277,304.388489,293.926392,305.581879,293.083527
2005-09-15,301.553680,289.057465,301.972534,290.289917,299.505829,288.321442,303.239594,289.455353,305.271759,293.673370
2005-10-15,295.791168,283.339539,297.804413,286.067291,294.615356,283.727112,294.881256,282.484833,297.464935,285.493744
2005-11-15,290.687164,278.992279,292.690857,280.282013,289.358276,278.745575,287.273224,274.946320,290.181152,276.637848
2005-12-15,283.292999,271.378815,284.218933,273.542145,287.338776,277.202332,285.782349,274.246246,285.092865,272.666138
